ID,Collection,ENS,Minting Date,Tx Count,Power
6945810,0x565b3b224f9f83573ca560b51cd772171380f826,alnecultra.eth,Fri Dec 22 2023 14:43:50 GMT+0100 (Central European Standard Time),1,13
6945783,0xa4fc45755ddb2150a6ec480c3890901912a615fc,ickas.eth,Fri Dec 22 2023 13:58:30 GMT+0100 (Central European Standard Time),1,22
6945782,0x7bce46669622bf8af742fc51e8e9308deeb1ec1c,fedenz.eth,Fri Dec 22 2023 13:58:10 GMT+0100 (Central European Standard Time),1,184
6945777,0x45e437782b24288e2b3e3e06fc9c98210e6908ba,,Fri Dec 22 2023 13:50:30 GMT+0100 (Central European Standard Time),1,2
6945765,0x3317ad9eda6942b5a7be5ba83346c0ea82c3c26c,people-dao.eth,Fri Dec 22 2023 13:22:50 GMT+0100 (Central European Standard Time),1,48
6945758,0x8289432acd5eb0214b1c2526a5edb480aa06a9ab,wslyvh.eth,Fri Dec 22 2023 13:15:30 GMT+0100 (Central European Standard Time),1,154
6945757,0xca5a940e87cc4d4cc9f5f749c58a4ddca79a3328,imajus.eth,Fri Dec 22 2023 13:13:55 GMT+0100 (Central European Standard Time),1,10
6945750,0x1e17a75616cd74f5846b1b71622aa8e10ea26cc0,rektum.eth,Fri Dec 22 2023 12:59:15 GMT+0100 (Central European Standard Time),1,45
6945748,0xbd570166ac178cadbebf6fd89890452c7c727bf5,,Fri Dec 22 2023 12:53:25 GMT+0100 (Central European Standard Time),1,51
6945745,0xac6be2b90c939648b2980d048a0e20b61f3c7771,ajpirate.eth,Fri Dec 22 2023 12:49:00 GMT+0100 (Central European Standard Time),1,12
6945744,0x5040356780ff3b3a419b966b7a0b013af814dcbe,poap.palla.eth,Fri Dec 22 2023 12:48:10 GMT+0100 (Central European Standard Time),1,150
6945742,0xb83ad7d7efe3fc000a6344c73b3e4407a734d1a8,,Fri Dec 22 2023 12:39:40 GMT+0100 (Central European Standard Time),1,6
6945740,0xe75e82d21c0db44174639d9db3355e45b8be63bf,battgirl.eth,Fri Dec 22 2023 12:38:10 GMT+0100 (Central European Standard Time),1,28
6945733,0x088e6beb2bb157940c44440578cf07072eba1cd8,,Fri Dec 22 2023 12:30:20 GMT+0100 (Central European Standard Time),1,35
6945725,0x87f5311dad4abc84a79d31f6c19566129417f026,suhelkap.eth,Fri Dec 22 2023 12:23:45 GMT+0100 (Central European Standard Time),1,11
6945722,0xd26e6fe6285b52eefc1e546ded51775b937c499c,miksujak.eth,Fri Dec 22 2023 12:21:45 GMT+0100 (Central European Standard Time),1,7
6945717,0x8e9d93480ae6e08eb7f2d36d326716c9314dad40,heroedo.eth,Fri Dec 22 2023 12:07:35 GMT+0100 (Central European Standard Time),1,4
6945715,0xce0bbaca717a87969c0d33d2ad426f1f016d0f71,perrie.eth,Fri Dec 22 2023 12:05:35 GMT+0100 (Central European Standard Time),1,3
6945713,0xc9d8cf3058162ef56ae7066d5e6abb4c86973ea5,nicodl.eth,Fri Dec 22 2023 12:01:30 GMT+0100 (Central European Standard Time),1,255
6945711,0x06c2c4db3776d500636de63e4f109386dcba6ae2,pluch.eth,Fri Dec 22 2023 11:57:10 GMT+0100 (Central European Standard Time),1,107
6945696,0xeb6cc89475a1dc56138f604bde453e8b92dab4bf,,Fri Dec 22 2023 11:31:05 GMT+0100 (Central European Standard Time),1,42
6945694,0x61578c3f558f89786aad724284ea96a310772d4a,0xdeniz.eth,Fri Dec 22 2023 11:20:35 GMT+0100 (Central European Standard Time),1,43
6945690,0xb3b713afb335112ff7eb37939470a3bf8b393c3c,,Fri Dec 22 2023 11:08:05 GMT+0100 (Central European Standard Time),1,12
6945686,0x9a6342516b1b209535c3a904ffd5055a45e48e29,,Fri Dec 22 2023 11:02:50 GMT+0100 (Central European Standard Time),1,30
6945680,0xfedc285d1f653f57c5c4a1bbf5a7f791b17b19fe,kushynoda.eth,Fri Dec 22 2023 10:56:00 GMT+0100 (Central European Standard Time),1,10
6945672,0x5efe9699be43478f134780d6258bed6590a9b4dc,lemmiwinks.eth,Fri Dec 22 2023 10:43:50 GMT+0100 (Central European Standard Time),1,4
6945668,0x84924bffabfc9601d22baee4cf4911b40ad41664,ddl1996.eth,Fri Dec 22 2023 10:34:00 GMT+0100 (Central European Standard Time),1,4
6945667,0x73fce6cde57716264472921d3224b7ea7e3a8057,,Fri Dec 22 2023 10:25:20 GMT+0100 (Central European Standard Time),1,15
6945663,0x2b8d3b1cd1fd5fe8452d0ae77a7b4cb3c3667bba,,Fri Dec 22 2023 10:12:45 GMT+0100 (Central European Standard Time),1,24
6945661,0x334ce923420ff1aa4f272e92bf68013d092ae7b4,facu.eth,Fri Dec 22 2023 10:08:15 GMT+0100 (Central European Standard Time),1,229
6945659,0xa3d68f4d093ec3ea589ac53fd977383b22cbc03c,,Fri Dec 22 2023 10:03:10 GMT+0100 (Central European Standard Time),1,1
6945658,0x77c68f2ff6238b5f4ed16900452a432cc4bda642,,Fri Dec 22 2023 09:59:25 GMT+0100 (Central European Standard Time),1,48
6945653,0xcaa0def12c64a5a28e8853d2283d6c57a0b5aed4,defifoodie.eth,Fri Dec 22 2023 09:50:55 GMT+0100 (Central European Standard Time),1,72
6945648,0xbfa81a844245afbdb54f8ee1f09ef5a6e3db2993,zepedro.eth,Fri Dec 22 2023 09:45:15 GMT+0100 (Central European Standard Time),1,18
