ID,Collection,ENS,Minting Date,Tx Count,Power
4849383,0xbc23de2cb0c03e934a4128fe5d643ac7619d3c97,jimmygchen.eth,Fri Apr 29 2022 15:30:00 GMT+0200 (Central European Summer Time),1,35
4848904,0xac121d3dc0f5d6e75288c25cd1c20242c846e996,,Fri Apr 29 2022 14:18:45 GMT+0200 (Central European Summer Time),1,1
4848855,0x8e4bdd156e4dd802dd919f4fd2645681ce99a538,misanth.eth,Fri Apr 29 2022 14:12:05 GMT+0200 (Central European Summer Time),1,13
4848764,0x0c887420937d8f9305ff872eaa5aaf5e379a811a,atheartengineer.eth,Fri Apr 29 2022 13:58:15 GMT+0200 (Central European Summer Time),2,41
4848720,0xf69ea6646cf682262e84cd7c67133eac59cef07b,,Fri Apr 29 2022 13:52:30 GMT+0200 (Central European Summer Time),1,28
4848527,0xf8c65c647fb49edc1595e95cef90d5b612828f6b,leveragor.eth,Fri Apr 29 2022 13:21:35 GMT+0200 (Central European Summer Time),1,12
4848264,0x4a3fced7c536e39ca5292a024ee66c9b45b257ec,,Fri Apr 29 2022 12:15:10 GMT+0200 (Central European Summer Time),1,3
4848204,0x8479232a64e51dc46c2bdf8e872c77244e2e6535,,Fri Apr 29 2022 11:54:35 GMT+0200 (Central European Summer Time),1,1
4848137,0x134cd334e1a1854e6850779d34868641aaf9370b,creee.eth,Fri Apr 29 2022 11:24:50 GMT+0200 (Central European Summer Time),1,31
4848125,0x7f072a050d67ac259f850ae90237199f6855b1f3,,Fri Apr 29 2022 11:22:30 GMT+0200 (Central European Summer Time),1,21
4847964,0xbb00b71e34df590847060a4c597821bad585ed6d,,Fri Apr 29 2022 10:29:00 GMT+0200 (Central European Summer Time),1,5
4847806,0x3f13366d58bcdaa6c26487405a64fcc40f5f6b1d,,Fri Apr 29 2022 10:08:35 GMT+0200 (Central European Summer Time),1,5
4846638,0xdff5107c288fb722f29e9471d6e66407d19cb3e1,,Fri Apr 29 2022 08:00:25 GMT+0200 (Central European Summer Time),1,1
4846231,0x84bc1fc6204b959470bf8a00d871ff8988a3914a,martinkrung.eth,Fri Apr 29 2022 07:02:15 GMT+0200 (Central European Summer Time),1,18
4846223,0x2213f2cae419c8ddb5b3f81999d6c1d2e04a9dcc,nonie.eth,Fri Apr 29 2022 07:01:50 GMT+0200 (Central European Summer Time),1,18
4845222,0xc4fe86dd25f7fa9f1b4ccd4fda4e68dbfefcb601,sunshinewind.eth,Fri Apr 29 2022 06:06:00 GMT+0200 (Central European Summer Time),1,12
4841542,0x17c2042040f8939447d029763216b16362df368d,,Fri Apr 29 2022 00:25:15 GMT+0200 (Central European Summer Time),1,2
4841147,0x35bbf64e77be6a966449e76570f1f8d757816802,robsarrow.eth,Thu Apr 28 2022 23:42:30 GMT+0200 (Central European Summer Time),1,10
4840999,0x5a7c68aa601535c2c98cd0ac83dcbf05a438736e,,Thu Apr 28 2022 22:57:35 GMT+0200 (Central European Summer Time),1,5
4840326,0x359856655934338d798f9cce1f181486301d36a5,layan🏴‍☠.eth,Thu Apr 28 2022 20:42:55 GMT+0200 (Central European Summer Time),1,30
4839682,0xa25cfb5f8ed5a8e6a9e46dd1ea99b99036569acf,,Thu Apr 28 2022 19:54:40 GMT+0200 (Central European Summer Time),1,1
4839530,0x2434d67add240f722f761a15c4c5427ecdfd7508,nftmerchant.eth,Thu Apr 28 2022 19:42:45 GMT+0200 (Central European Summer Time),1,99
4839464,0x13ca6000d0a013149f6054d321573a8c6169d7e2,,Thu Apr 28 2022 19:38:15 GMT+0200 (Central European Summer Time),1,1
4837966,0xe25d5788609c77f23d9c902f6e5011411e165d8f,tracychen.eth,Thu Apr 28 2022 16:54:45 GMT+0200 (Central European Summer Time),1,27
4836924,0xf821e00b725104d2769a472cc46d7e57a0142993,,Thu Apr 28 2022 15:46:05 GMT+0200 (Central European Summer Time),2,111
4835875,0x46cd90445349e64f895c403c23839e79eb4065e4,,Thu Apr 28 2022 14:54:00 GMT+0200 (Central European Summer Time),1,59
4835867,0x7a57db37ee6a4526d7fa4dbab73020b7c6fd999a,,Thu Apr 28 2022 14:53:30 GMT+0200 (Central European Summer Time),1,21
4835842,0x2a119c24dcc79fe7177b9254f70145205ad5c624,,Thu Apr 28 2022 14:46:05 GMT+0200 (Central European Summer Time),1,4
4835631,0x00d34c73086180d07548f08d655de420e8db74cc,0xjei.eth,Thu Apr 28 2022 13:49:40 GMT+0200 (Central European Summer Time),1,12
4835504,0x290eee9e135d6547acf30d8eb3fdee4069de4883,,Thu Apr 28 2022 13:03:50 GMT+0200 (Central European Summer Time),1,32
4835455,0x6a9a989523eb462602e501590ad39cc938174ccc,,Thu Apr 28 2022 12:49:50 GMT+0200 (Central European Summer Time),1,2
4835335,0xc25e4dc9901291be3d40a22afd7663e1afe343d3,frangio.eth,Thu Apr 28 2022 12:01:00 GMT+0200 (Central European Summer Time),2,71
4834811,0xef6416521f8cfd13ba2f5fb3183b3d94276c103e,,Thu Apr 28 2022 09:08:00 GMT+0200 (Central European Summer Time),1,5
4834637,0x982ae6031ebe31e1a01490dd4d3270003d732830,guroux.eth,Thu Apr 28 2022 08:49:40 GMT+0200 (Central European Summer Time),1,17
4832907,0x647786b54298ca888eccb5e3d16de5979e77b98b,,Thu Apr 28 2022 07:51:50 GMT+0200 (Central European Summer Time),1,61
4832812,0xf31df2dcd4083ee57f0d33d386656cfbd1e859a1,jengajojo.eth,Thu Apr 28 2022 07:27:00 GMT+0200 (Central European Summer Time),1,141
